"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"2022","1","R","전통시장","2130148","방학동도깨비시장","16","129","13","","","","104","33","5","","","","","47","94489939"
"2022","2","R","전통시장","2130147","쌍문역동측상점가","5","233","65","","","","120","41","137","","","","","34","114353106"
"2022","1","R","전통시장","2130147","쌍문역동측상점가","5","233","65","","","","120","41","137","","","","","34","114353106"
"2022","2","R","전통시장","2130146","쌍문시장(쌍문역골목시장)","56","448","50","1","","","137","316","45","1","","","","51","127003385"
"2022","1","R","전통시장","2130146","쌍문시장(쌍문역골목시장)","56","448","50","1","","","137","316","45","1","","","","51","127003385"
"2022","2","R","전통시장","2130145","쌍문역둘리상점가","8","144","18","","","","26","57","79","","","","","50","183363062"
"2022","1","R","전통시장","2130145","쌍문역둘리상점가","8","144","18","","","","26","57","79","","","","","50","183363062"
"2022","2","R","전통시장","2130144","백운시장","15","125","17","","","","42","97","3","","","","","54","127528976"
"2022","1","R","전통시장","2130144","백운시장","15","125","17","","","","42","97","3","","","","","54","127528976"
"2022","2","R","전통시장","2130143","방천골목시장","1","10","1","","","","","3","8","","","","","51","229909091"
"2022","1","R","전통시장","2130143","방천골목시장","1","10","1","","","","","3","8","","","","","51","229909091"
"2022","2","R","전통시장","2130141","강북북부골목시장","8","76","115","","","","15","75","2","","99","","","56","181503742"
"2022","1","R","전통시장","2130141","강북북부골목시장","8","76","115","","","","15","75","2","","99","","","56","181503742"
"2022","2","R","전통시장","2130140","숭인시장","2","34","","","","","","34","","","","","","41","166218750"
"2022","1","R","전통시장","2130140","숭인시장","2","34","","","","","","34","","","","","","41","166218750"
"2022","2","R","전통시장","2130139","강북종합전통시장(강북종합골목시장)","21","162","16","","","","43","128","7","","","","","48","128206510"
"2022","1","R","전통시장","2130139","강북종합전통시장(강북종합골목시장)","21","162","16","","","","43","128","7","","","","","48","128206510"
"2022","2","R","전통시장","2130138","수유프라자","1","","64","15","","","","","64","15","","","","82","276721519"
"2022","1","R","전통시장","2130138","수유프라자","1","","64","15","","","","","64","15","","","","82","276721519"
"2022","2","R","전통시장","2130137","수유전통시장(수유시장 수유골목시장)","5","39","4","1","","","15","28","1","","","","","58","134137571"
"2022","1","R","전통시장","2130137","수유전통시장(수유시장 수유골목시장)","5","39","4","1","","","15","28","1","","","","","58","134137571"
"2022","2","R","전통시장","2130136","수유재래시장","10","125","37","6","","","20","100","46","2","","","","55","152049776"
"2022","1","R","전통시장","2130136","수유재래시장","10","125","37","6","","","20","100","46","2","","","","55","152049776"
"2022","2","R","전통시장","2130135","수유중앙골목시장(수유중앙시장)","18","166","10","","","","18","143","15","","","","","55","132208130"
"2022","1","R","전통시장","2130135","수유중앙골목시장(수유중앙시장)","18","166","10","","","","18","143","15","","","","","55","132208130"
"2022","2","R","전통시장","2130133","우이골목시장(우이시장)","40","378","24","","","","87","304","11","","","","","49","123241939"
"2022","1","R","전통시장","2130133","우이골목시장(우이시장)","40","378","24","","","","87","304","11","","","","","49","123241939"
"2022","2","R","전통시장","2130132","삼양골목시장(삼양시장)","5","52","","","","","","21","31","","","","","56","190500000"
"2022","1","R","전통시장","2130132","삼양골목시장(삼양시장)","5","52","","","","","","21","31","","","","","56","190500000"
"2022","2","R","전통시장","2130130","수유북부골목시장","1","2","21","1","","","1","23","","","","","","81","132470833"
"2022","1","R","전통시장","2130130","수유북부골목시장","1","2","21","1","","","1","23","","","","","","81","132470833"
"2022","2","R","전통시장","2130129","장미원골목시장","43","397","17","","","","31","359","24","","","","","49","145952049"
"2022","1","R","전통시장","2130129","장미원골목시장","43","397","17","","","","31","359","24","","","","","49","145952049"
"2022","2","R","전통시장","2130128","돌곶이시장(석관황금시장)","5","52","","","","","2","49","1","","","","","42","156526250"
"2022","1","R","전통시장","2130128","돌곶이시장(석관황금시장)","5","52","","","","","2","49","1","","","","","42","156526250"
"2022","2","R","전통시장","2130126","새석관시장","1","41","","","","","41","","","","","","","37","28717073"
"2022","1","R","전통시장","2130126","새석관시장","1","41","","","","","41","","","","","","","37","28717073"
"2022","2","R","전통시장","2130125","장위전통시장","6","34","15","5","1","","","12","26","16","1","","","61","241810185"
"2022","1","R","전통시장","2130125","장위전통시장","6","34","15","5","1","","","12","26","16","1","","","61","241810185"
"2022","2","R","전통시장","2130123","꿈의숲 장곡 골목형상점가","5","24","15","","","","1","36","2","","","","","60","164975714"
"2022","1","R","전통시장","2130123","꿈의숲 장곡 골목형상점가","5","24","15","","","","1","36","2","","","","","60","164975714"
"2022","2","R","전통시장","2130122","밤나무골시장","2","23","","","","","21","2","","","","","","51","81556923"
"2022","1","R","전통시장","2130122","밤나무골시장","2","23","","","","","21","2","","","","","","51","81556923"
"2022","2","R","전통시장","2130119","정릉아리랑시장","7","66","2","","","","11","38","19","","","","","46","151310208"
"2022","1","R","전통시장","2130119","정릉아리랑시장","7","66","2","","","","11","38","19","","","","","46","151310208"
"2022","2","R","전통시장","2130118","정릉골 골목형상점가","16","87","67","","1","","10","136","8","1","","","","62","151956138"
"2022","1","R","전통시장","2130118","정릉골 골목형상점가","16","87","67","","1","","10","136","8","1","","","","62","151956138"
"2022","2","R","전통시장","2130117","정릉시장","18","168","19","","","","22","161","4","","","","","48","150209199"
"2022","1","R","전통시장","2130117","정릉시장","18","168","19","","","","22","161","4","","","","","48","150209199"
"2022","2","R","전통시장","2130116","동성타워프라자","1","70","26","","","","","","74","22","","","","66","261854167"
"2022","1","R","전통시장","2130116","동성타워프라자","1","70","26","","","","","","74","22","","","","66","261854167"
"2022","2","R","전통시장","2130115","우림골목시장","23","360","54","","","","68","318","28","","","","","50","141973470"
"2022","1","R","전통시장","2130115","우림골목시장","23","360","54","","","","68","318","28","","","","","50","141973470"
"2022","2","R","전통시장","2130114","유영시장","2","11","3","","","","","4","10","","","","","60","191100000"
"2022","1","R","전통시장","2130114","유영시장","2","11","3","","","","","4","10","","","","","60","191100000"
"2022","2","R","전통시장","2130112","사가정시장","14","117","61","","","","12","88","24","22","32","","","48","177117835"
"2022","1","R","전통시장","2130112","사가정시장","14","117","61","","","","12","88","24","22","32","","","48","177117835"
"2022","2","R","전통시장","2130111","동원전통종합시장(동원시장 동원전통시장 상점가)","23","177","38","","","","15","139","61","","","","","52","164479329"
"2022","1","R","전통시장","2130111","동원전통종합시장(동원시장 동원전통시장 상점가)","23","177","38","","","","15","139","61","","","","","52","164479329"
"2022","2","R","전통시장","2130110","면목골목시장(면목시장)","19","46","73","1","","","18","60","25","17","","","","66","153653891"
"2022","1","R","전통시장","2130110","면목골목시장(면목시장)","19","46","73","1","","","18","60","25","17","","","","66","153653891"
"2022","2","R","전통시장","2130109","묵1동도깨비시장","16","123","30","","","","31","99","23","","","","","51","149689512"
"2022","1","R","전통시장","2130109","묵1동도깨비시장","16","123","30","","","","31","99","23","","","","","51","149689512"
"2022","2","R","전통시장","2130108","태능엔터피아(태릉시장)","1","5","98","","","","","","5","98","","","","82","338475728"
"2022","1","R","전통시장","2130108","태능엔터피아(태릉시장)","1","5","98","","","","","","5","98","","","","82","338475728"
"2022","2","R","전통시장","2130107","중랑동부시장(중랑교종합상가)","4","37","","","","","4","32","1","","","","","33","142840476"
"2022","1","R","전통시장","2130107","중랑동부시장(중랑교종합상가)","4","37","","","","","4","32","1","","","","","33","142840476"
"2022","2","R","전통시장","2130106","중랑동부시장","17","139","8","","","","44","88","15","","","","","38","150525657"
"2022","1","R","전통시장","2130106","중랑동부시장","17","139","8","","","","44","88","15","","","","","38","150525657"
"2022","2","R","전통시장","2130105","장미제일시장(중화동제일시장)","10","110","4","","","","2","78","34","","","","","42","175626154"
"2022","1","R","전통시장","2130105","장미제일시장(중화동제일시장)","10","110","4","","","","2","78","34","","","","","42","175626154"
"2022","2","R","전통시장","2130104","전곡시장","4","25","7","","","","","1","31","","","","","62","220650000"
"2022","1","R","전통시장","2130104","전곡시장","4","25","7","","","","","1","31","","","","","62","220650000"
"2022","2","R","전통시장","2130103","이경시장","2","17","5","","","","","","","18","3","1","","63","354363636"
"2022","1","R","전통시장","2130103","이경시장","2","17","5","","","","","","","18","3","1","","63","354363636"
"2022","2","R","전통시장","2130102","이문제일시장","1","2","4","","","","","","6","","","","","68","251500000"
"2022","1","R","전통시장","2130102","이문제일시장","1","2","4","","","","","","6","","","","","68","251500000"
"2022","2","R","전통시장","2130101","답십리현대시장","1","8","","","","","","4","4","","","","","38","170625000"
"2022","1","R","전통시장","2130101","답십리현대시장","1","8","","","","","","4","4","","","","","38","170625000"
"2022","2","R","전통시장","2130100","답십리시장","1","3","3","","","","","5","1","","","","","64","178166667"
